site,watershed,date,latitude,longitude,ph_sonde,ph_lab,temp_deg_c_sonde,temp_lab_deg_c,spc_u_scm_sonde,conductivity_lab_u_scm,alkalinity_mg_ca_co3l,aluminum_dis_ug_l,aluminum_org_ug_l,ali_ug_l,antimony_dis_ug_l,arsenic_dis_ug_l,barium_dis_ug_l,bromide_ug_l,cadmium_dis_ug_l,calcium_dis_mg_l,cerium_dis_ug_l,chloride_mg_l,chromium_dis_ug_l,cobalt_dis_ug_l,copper_dis_ug_l,fluoride_ug_l,hardness_mg_ca_co3l,iron_dis_ug_l,lead_dis_ug_l,lithium_dis_ug_l,magnesium_dis_mg_l,manganese_dis_ug_l,nickel_dis_ug_l,nitrate_ug_l,nitrite_ug_l,phosphate_ug_l,phosphorus_dis_ug_l,potassium_dis_mg_l,selenium_dis_ug_l,silver_dis_ug_l,sodium_dis_mg_l,sulfate_mg_l,tds_mg_l,titanium_dis_ug_l,uranium_dis_ug_l,vanadium_dis_ug_l,zinc_dis_ug_l,avg_dic_mg_l,avg_doc_mg_l,avg_turbidity_ntu,avg_colour_colour_units,cens_ph_sonde,cens_ph_lab,cens_temp_deg_c_sonde,cens_temp_lab_deg_c,cens_spc_u_scm_sonde,cens_conductivity_lab_u_scm,cens_alkalinity_mg_ca_co3l,cens_aluminum_dis_ug_l,cens_aluminum_org_ug_l,cens_ali_ug_l,cens_antimony_dis_ug_l,cens_arsenic_dis_ug_l,cens_barium_dis_ug_l,cens_bromide_ug_l,cens_cadmium_dis_ug_l,cens_calcium_dis_mg_l,cens_cerium_dis_ug_l,cens_chloride_mg_l,cens_chromium_dis_ug_l,cens_cobalt_dis_ug_l,cens_copper_dis_ug_l,cens_fluoride_ug_l,cens_hardness_mg_ca_co3l,cens_iron_dis_ug_l,cens_lead_dis_ug_l,cens_lithium_dis_ug_l,cens_magnesium_dis_mg_l,cens_manganese_dis_ug_l,cens_nickel_dis_ug_l,cens_nitrate_ug_l,cens_nitrite_ug_l,cens_phosphate_ug_l,cens_phosphorus_dis_ug_l,cens_potassium_dis_mg_l,cens_selenium_dis_ug_l,cens_silver_dis_ug_l,cens_sodium_dis_mg_l,cens_sulfate_mg_l,cens_tds_mg_l,cens_titanium_dis_ug_l,cens_uranium_dis_ug_l,cens_vanadium_dis_ug_l,cens_zinc_dis_ug_l,cens_avg_dic_mg_l,cens_avg_doc_mg_l,cens_avg_turbidity_ntu,cens_avg_colour_colour_units,yday
X1MQ,Musquodoboit,2021-03-30,44.798789,-63.159608,6.02,6.4924,4.1,17.9,51.6,54.1,9.021,134.78,113.777,21.003,2,0.4,6.453,9,0.4,4.155,0.404,5.968,0.4,0.4,0.7,20.0542,12.936431,107.997,0.4,0.524,0.622,23.795,0.4,328.7801,9,25.8522,10,0.306,1,0.4,3.362,4.6474,36.06666631,0.946,0.4,0.4,2.699,NA,11.54,21.4,59.5,none,none,none,none,none,none,none,none,none,none,left,left,none,left,left,none,none,none,left,left,left,none,none,none,left,none,none,none,left,none,left,none,left,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.24383561643835616
X1MQ,Musquodoboit,2021-04-20,44.798789,-63.159608,6.51,5.4642,7.7,17.9,71.1,78.7,11.892,209.7998616,149.5234106,60.27645100000001,2,0.4,10.74413207,9,0.4,7.912949022,0.480242548,6.0034,0.4,0.4,2.226588193,28.0147,25.39466956,357.4144295,0.624235043,0.952495718,1.368634252,96.26455211,0.834550311,407,9,11.2731,10.66152343,0.577623959,1,0.4,4.449637031,10.5632,52.5,1.783755534,0.4,0.4,8.093715155,NA,5.963,2.55,62,none,none,none,none,none,none,none,none,none,none,left,left,none,left,left,none,none,none,left,left,none,none,none,none,none,none,none,none,none,none,left,none,none,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.3013698630136986
X1MW,Medway,2021-03-31,44.173772,-64.659749,4.15,5.2768,4.9,16,28.8,32.1,2.206,199.945,187.796,12.149000000000001,2,0.624,3.653,9,0.4,1.094,0.421,5.3526,0.4,0.4,1.258,17.2244,4.712476,250.359,0.518,0.72,0.481,37.255,0.483,51.499,9,10,12.636,0.406,1.655,0.4,4.675,1.6954,21.399786,1.049,0.4,0.4,10.667,NA,7.856,1.145,136,none,none,none,none,none,none,none,none,none,none,left,none,none,left,left,none,none,none,left,left,none,none,none,none,none,none,none,none,none,none,left,left,none,none,none,left,none,none,none,none,left,left,none,none,none,none,none,0.2465753424657534
X1MW,Medway,2021-05-12,44.173772,-64.659749,5.16,5.3302,11.5,19.4,27.3,32.3,2.385,179.5323863,175.1208179,4.4115684000000215,2,0.625619343,3.010622087,9,0.4,0.991797242,0.4,4.8304,0.4,0.4,0.7,33.8833,4.411942521,169.4814946,0.4,0.789228024,0.469991454,27.10280273,0.412199954,28.8476,9,11.1894,10,0.282162976,1,0.4,3.399730551,1.4718,21.533118,0.767096155,0.4,0.4,7.609265672,NA,6.6245,0.687,80,none,none,none,none,none,none,none,none,none,none,left,none,none,left,left,none,left,none,left,left,left,none,none,none,left,none,none,none,none,none,left,none,left,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.36164383561643837
X1SM,St. Mary's,2021-04-07,45.287781,-62.389864,4.67,5.6811,7.2,15.5,19.3,21.9,1.883,88.51,80.303,8.207000000000008,2,0.4,4.97,9,0.4,0.584,0.4,3.1975,0.4,0.4,0.964,15.793,2.726592,58.247,0.4,0.4,0.308,21.199,0.445,73.4015,9,10,10,0.219,1,0.4,2.86,1.4466,14.59854,0.5,0.4,0.4,4.443,NA,3.7805,1.455,9,none,none,none,none,none,none,none,none,none,none,left,left,none,left,left,none,left,none,left,left,none,none,none,none,left,left,none,none,none,none,left,left,left,none,left,left,none,none,none,left,left,left,none,none,none,none,none,0.26575342465753427
X1SM,St. Mary's,2021-04-26,45.287781,-62.389864,5.39,5.4217,8.7,17.1,29.5,35,2.759,133.9057012,118.8943325,15.011368700000006,2,0.4,6.817910993,9,0.4,1.061342989,0.4,6.0697,0.4,0.4,0.720597798,18.4462,4.85964006,127.2358529,0.4,0.571182467,0.536538761,31.53600559,0.589385121,143.8682,9,10,461.2095299,0.262024756,1,0.4,8.974677235,1.5124,23.3,0.5,0.4,0.4,5.763345843,NA,5.096,1.75,45.5,none,none,none,none,none,none,none,none,none,none,left,left,none,left,left,none,left,none,left,left,none,none,none,none,left,none,none,none,none,none,left,left,none,none,left,left,none,none,none,left,left,left,none,none,none,none,none,0.3178082191780822
X2LH,LaHave,2021-03-29,44.494362,-64.640128,NA,4.5285,NA,18.7,NA,59,3.845,194.75,152.951,41.79900000000001,2,0.4,3.928,9,0.4,2.233,0.4,12.0418,0.4,0.4,1.512,18.8627,7.519497,82.681,0.4,1.034,0.472,20.031,0.571,199.2838,9,10,10.48,0.424,1.498,0.4,7.963,2.3265,39.33294,1.09,0.4,0.4,13.111,NA,6.341,1.935,46.5,none,none,none,none,none,none,none,none,none,none,left,left,none,left,left,none,left,none,left,left,none,none,none,none,left,none,none,none,none,none,left,left,none,none,none,left,none,none,none,none,left,left,none,none,none,none,none,0.2410958904109589
X2MO,Moser,2021-04-06,44.976505,-62.253241,3.94,4.9933,5.4,17.5,22,24.3,1.566,147.58,139.584,7.996000000000009,2,0.4,4.763,9,0.4,0.653,0.4,3.1843,0.4,0.4,0.7,28.4121,2.742401,145.588,0.4,0.4,0.27,40.816,0.4,29.7712,9,10,10,0.176,1.247,0.4,3.416,1.1833,16.199838,1.065,0.4,0.4,2.378,NA,7.276,1.285,77.5,none,none,none,none,none,none,none,none,none,none,left,left,none,left,left,none,left,none,left,left,left,none,none,none,left,left,none,none,left,none,left,left,left,none,none,left,none,none,none,none,left,left,none,none,none,none,none,0.26301369863013696
X2MO,Moser,2021-04-22,44.976505,-62.253241,4.45,5.2491,10.4,14.9,23,25.3,2.613,153.7885148,145.7891712,7.999343600000003,2,0.4,4.881123371,9,0.4,0.999858312,0.4,3.7171,0.4,0.4,0.757277075,27.1329,4.060440145,254.7016196,0.4,0.4,0.379745979,34.15121468,0.4,29.5878,9,11.285,38.40860666,0.212195376,1,0.4,3.951610523,1.353,16.9,1.085122393,0.4,0.4,20.46060048,NA,6.048,1.53,71,none,none,none,none,none,none,none,none,none,none,left,left,none,left,left,none,left,none,left,left,none,none,none,none,left,left,none,none,left,none,left,none,none,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.30684931506849317
X2MO,Moser,2022-05-24,44.976505,-62.253241,5.79,6.0884,16.9,18.4383,23.5,0.9273,2.3707,133.3962126,121.9281343,11.468078300000016,2,0.4,4.082806836,9,0.4,1.069093897,0.4,2.9338,0.4,0.4,0.7,12.4405,NA,197.1872652,0.4,0.633855518,0.370873143,28.50712284,0.4,49.0018,9,22.596,17.67135499,0.26264702,1,0.4,3.027728738,1.2162,0.618193818,1.617209372,0.4,0.4,14.38439252,0.80215,7.108,0.5365,49.752,none,none,none,none,none,none,none,none,none,none,left,left,none,left,left,none,left,none,left,left,left,none,none,none,left,none,none,none,left,none,left,none,none,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.39452054794520547
X2MQ,Musquodoboit,2021-03-30,44.944685,-63.267544,5.75,6.4325,3,18,45,46.4,8.09,136.51,101.269,35.240999999999985,2,0.4,6.731,9,0.4,4.14,0.4,4.4775,0.4,0.4,0.928,17.7538,12.977218,113.145,0.4,0.4,0.641,28.614,0.4,302.2944,9,10,10.451,0.381,1,0.4,2.405,4.4365,30.9,0.851,0.4,0.4,2.875,NA,4.193,14.35,54,none,none,none,none,none,none,none,none,none,none,left,left,none,left,left,none,left,none,left,left,none,none,none,none,left,none,none,none,left,none,left,left,none,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.24383561643835616
X2MQ,Musquodoboit,2021-05-11,44.944685,-63.267544,5.98,4.923,9.7,19.4,62.9,70.6,11.821,134.1166271,127.3594238,6.757203299999986,2,0.4,10.38067065,9,0.4,7.069920857,0.4,5.0906,0.4,0.4,2.802504063,25.8024,23.19716014,211.5732887,0.457471122,0.911863136,1.34617964,47.71193355,0.699832044,331.3,9,64.3645,10,0.388077124,1,0.4,3.934227911,9.1539,47.066196,0.896132809,0.4,0.4,7.900109898,NA,6.4,2.46,56,none,none,none,none,none,none,none,none,none,none,left,left,none,left,left,none,left,none,left,left,none,none,none,none,none,none,none,none,none,none,left,none,left,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.3589041095890411
X2MW,Medway,2021-03-31,44.527202,-65.135914,4.18,4.8245,5.6,18.2,30.1,31,1.359,229.698,213.678,16.02000000000001,2,0.4,3.431,9,0.4,0.726,0.4,4.5032,0.4,0.4,0.7,19.2413,3.52591,267.627,0.4,1.06,0.416,16.323,0.4,29.8755,9,10,10,0.248,1.516,0.4,4.987,1.3607,20.66646,1.58,0.4,0.4,3.982,NA,8.539,2.255,44.5,none,none,none,none,none,none,none,none,none,none,left,left,none,left,left,none,left,none,left,left,left,none,none,none,left,none,none,none,left,none,left,left,left,none,none,left,none,none,none,none,left,left,none,none,none,none,none,0.2465753424657534
X2MW,Medway,2021-04-21,44.527202,-65.135914,4.25,4.9651,10.9,18.7,27.2,29.9,1.706,270.0186969,223.0346988,46.98399810000001,2,0.4,4.122727232,9,0.4,0.986833132,0.4,4.1381,0.4,0.4,2.25965252,20.302,4.386800051,187.8295285,0.458698225,1.201761352,0.466895998,22.36250808,0.413166881,10,9,10,15.0558204,0.341773675,1,0.4,3.291100297,1.2608,19.9,1.706567997,0.4,0.424920221,153.3554926,NA,7.95,0.9,91,none,none,none,none,none,none,none,none,none,none,left,left,none,left,left,none,left,none,left,left,none,none,none,none,none,none,none,none,none,left,left,left,none,none,left,left,none,none,none,none,left,none,none,none,none,none,none,0.3041095890410959
X2PT,Petite Riviere,2021-04-08,44.238276,-64.456662,5.02,5.4922,8.5,15.1,26.8,42.1,2.666,94.251,90.54,3.7109999999999985,2,0.571,2.269,9,0.4,1.275,0.4,7.3137,0.4,0.4,0.7,13.7917,5.666829,132.939,0.4,0.62,0.603,21.416,0.589,81.5999,9,10,10,0.316,1,0.4,4.709,2.7155,28.06386,0.5,0.4,0.4,3.269,NA,5.0005,0.758,48,none,none,none,none,none,none,none,none,none,none,left,none,none,left,left,none,left,none,left,left,left,none,none,none,left,none,none,none,none,none,left,left,left,none,left,left,none,none,none,left,left,left,none,none,none,none,none,0.2684931506849315
X2PT,Petite Riviere,2021-04-27,44.238276,-64.456662,5.37,5.8936,9.6,15.6,40.7,48.1,2.477,113.1356504,106.4108878,6.724762600000005,2,0.796014345,2.576583327,9,0.4,1.505506469,0.4,8.224,0.4,0.4,0.821704795,40.2634,6.874753291,197.7157818,0.4,0.827225653,0.756557464,34.18297537,0.721654807,33.7875,9,10,10,0.394632691,1,0.4,6.292181892,2.7812,32.1,0.544335365,0.4,0.4,3.316189872,NA,5.163,0.92,50,none,none,none,none,none,none,none,none,none,none,left,none,none,left,left,none,left,none,left,left,none,none,none,none,left,none,none,none,none,none,left,left,left,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.32054794520547947
X2PT,Petite Riviere,2021-05-18,44.238276,-64.456662,5.19,6.0381,14.7,15.6,40.3,46.8,2.935,96.59969213,96.29104756,0.30864456999999845,2,0.780786299,2.369294996,9.2799,0.4,1.488306125,0.4,7.9764,0.4,0.4,1.168889575,59.6325,6.543891064,224.7579383,0.4,1.312322176,0.686641736,31.9778659,0.779847265,24.42,9,296.2,15.31325396,0.422282544,1,0.4,5.543647863,2.6325,31.199688,0.528092359,0.4,0.4,16.08906157,NA,5.7035,0.774,50,none,none,none,none,none,none,none,none,none,none,left,none,none,none,left,none,left,none,left,left,none,none,none,none,left,none,none,none,none,none,left,none,none,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.3780821917808219
X2SM,St. Mary's,2021-04-26,45.285064,-62.056146,5.25,5.6818,9.1,16.9,29.6,33.5,2.23,140.6847559,140.4839718,0.2007840999999928,2,2.30300856,5.530330725,9,0.4,0.937365364,0.4,5.5146,0.4,0.4,1.169294787,12.4024,4.419475749,91.39163262,0.4,0.4,0.504826235,55.78077901,0.557493002,77.9444,9,10,347.4067426,0.327143326,1,0.4,5.061357124,1.6139,22.3,0.578624899,0.4,0.4,6.964034067,NA,5.3405,1.88,48.5,none,none,none,none,none,none,none,none,none,none,left,none,none,left,left,none,left,none,left,left,none,none,none,none,left,left,none,none,none,none,left,left,none,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.3178082191780822
X2SM,St. Mary's,2021-05-17,45.285064,-62.056146,5.78,6.1608,15.6,21,26.5,31.4,3.042,84.88401111,69.79199262,15.092018490000001,2,0.696310537,3.635455815,10.0626,0.4,0.763368499,0.4,5.1196,0.4,0.4,1.540046658,20.0638,3.848433151,115.4470882,0.4,0.4,0.471661488,35.33229846,0.4,33.8542,9,68.2355,13.37364351,0.274001363,1,0.4,3.952221263,1.4739,20.933124,0.580845499,0.4,0.4,8.243990876,NA,3.5815,0.7605,13.5,none,none,none,none,none,none,none,none,none,none,left,none,none,none,left,none,left,none,left,left,none,none,none,none,left,left,none,none,left,none,left,none,none,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.37534246575342467
X2WR,WRSH,2021-04-22,44.989584,-62.67725,4.75,5.3732,9.9,15.4,45.6,49.6,2.346,273.777861,220.6577567,53.12010429999998,2,0.516538175,5.467447334,9,0.4,1.489726606,0.691629701,9.4554,0.4,0.4,3.531858452,21.0558,5.556196437,412.0385151,0.485788388,0.682453679,0.445932274,38.57643832,0.698249563,58.8919,9,10,18.8575594,0.40458496,1,0.4,9.234101131,1.8623,33.1,2.636280482,0.4,0.4,792.7116261,NA,7.626,0.84,89,none,none,none,none,none,none,none,none,none,none,left,none,none,left,left,none,none,none,left,left,none,none,none,none,none,none,none,none,none,none,left,left,none,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.30684931506849317
X2WR,WRSH,2021-05-13,44.989584,-62.67725,4.61,5.2017,7.7,17.1,47.1,54.1,2.051,295.4057506,286.5358309,8.869919699999969,2,0.50888094,4.311059129,9,0.4,1.314892937,0.796054167,9.7294,0.4,0.4,0.7,14.8111,4.817435665,346.2022704,0.4,0.559447198,0.372546868,29.9408049,0.42935908,59.4375,9,10,10,0.225649261,1,0.4,6.745622348,1.6739,36.066306,2.83795928,0.4,0.4,9.374822569,NA,9.8555,1.355,124,none,none,none,none,none,none,none,none,none,none,left,none,none,left,left,none,none,none,left,left,left,none,none,none,left,none,none,none,none,none,left,left,left,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.3643835616438356
X3LH,LaHave,2021-03-29,44.60832,-64.76379,4.88,5.8362,4.1,17.8,26.1,26.2,2.738,193.731,172.536,21.194999999999993,2,0.4,2.657,9,0.4,1.223,0.4,4.0713,0.4,0.4,0.7,12.9213,4.404535,93.453,0.4,0.909,0.328,15.911,0.4,27.228,9,10,10,0.19,1.18,0.4,2.241,1.2676,17.5,1.119,0.4,0.4,4.149,NA,7.133,1.73,64,none,none,none,none,none,none,none,none,none,none,left,left,none,left,left,none,left,none,left,left,left,none,none,none,left,none,none,none,left,none,left,left,left,none,none,left,none,none,none,none,left,left,none,none,none,none,none,0.2410958904109589
X3LH,LaHave,2021-04-19,44.60832,-64.76379,5.36,5.7606,8.6,18.1,25.1,24.5,2.744,171.1413765,166.0197047,5.121671800000001,2,0.4,2.735315732,9,0.4,1.166756702,0.4,3.9868,0.4,0.4,1.219034026,22.0831,4.736879089,102.5895498,0.4,1.474038425,0.442809035,8.227772773,0.686905927,22.5861,9,10,11.08010181,0.667595128,1,0.4,3.274637463,1.2067,16.3,0.982116575,0.4,0.4,8.395287852,NA,6.6825,0.63,71.5,none,none,none,none,none,none,none,none,none,none,left,left,none,left,left,none,left,none,left,left,none,none,none,none,left,none,none,none,none,none,left,left,none,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.29863013698630136
X3LH,LaHave,2021-05-10,44.60832,-64.76379,4.66,6.0016,9,19,24.2,27.9,3.001,203.8865235,196.4283584,7.458165100000002,2,0.4,2.99652279,9,0.4,1.184356368,0.4,3.9828,0.4,0.4,1.382613826,22.0374,4.763336142,127.0004375,0.4,0.999208915,0.438561994,10.01680914,0.458515339,44.2311,9,10,10,0.307331012,1,0.4,2.96079103,1.0617,18.599814,1.13177818,0.4,0.4,6.896240496,NA,7.6805,0.785,82,none,none,none,none,none,none,none,none,none,none,left,left,none,left,left,none,left,none,left,left,none,none,none,none,left,none,none,none,none,none,left,left,left,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.3561643835616438
X3MQ,Musquodoboit,2021-04-20,45.055617,-63.113877,6.43,6.6533,9.4,17.4,67.7,76.2,8.697,78.3621243,68.25178819,10.110336110000006,2,0.4,9.25578578,9,0.4,7.741355123,0.4,5.0865,0.4,0.4,1.474782965,26.1072,23.60795285,138.0624109,0.4,0.652113458,1.0388026,60.96657698,0.505993746,395.1,9,11.9075,10,0.314412653,1,0.4,3.475420821,13.8438,50.8,0.5,0.4,0.4,4.23039957,NA,3.8485,0.9,31.5,none,none,none,none,none,none,none,none,none,none,left,left,none,left,left,none,left,none,left,left,none,none,none,none,left,none,none,none,none,none,left,none,left,none,left,left,none,none,none,left,left,left,none,none,none,none,none,0.3013698630136986
X3MQ,Musquodoboit,2021-05-11,45.055617,-63.113877,6.21,4.6064,11.2,19.2,65.7,75.1,8.998,100.0839147,66.03338937,34.05052533,2,0.4,9.197812482,9.5568,0.4,7.489453052,0.4,4.9476,0.4,0.4,0.724275096,30.7107,23.44098491,207.1316294,0.547038062,0.852054646,1.151000641,62.67000554,0.715801548,289.4,9,1443.6,10,0.306737214,1,0.4,3.700018493,12.9497,50.066166,0.866114459,0.4,0.4,5.699779519,NA,4.01,1.035,29,none,none,none,none,none,none,none,none,none,none,left,left,none,none,left,none,left,none,left,left,none,none,none,none,none,none,none,none,none,none,left,none,left,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.3589041095890411
X3MW,Medway,2021-03-31,44.334716,-64.954591,4.32,5.1604,7,16,29.2,33.4,2.345,175.924,169.775,6.149000000000001,2,0.648,2.515,9,0.4,1.034,0.422,5.0608,0.4,0.4,0.7,12.8641,4.579128,200.674,0.4,0.724,0.485,33.031,0.4,21.8846,9,10,10,0.192,1.341,0.4,3.602,1.4789,22.266444,1.063,0.4,0.4,3.174,NA,8.493,4.795,39,none,none,none,none,none,none,none,none,none,none,left,none,none,left,left,none,none,none,left,left,left,none,none,none,left,none,none,none,left,none,left,left,left,none,none,left,none,none,none,none,left,left,none,none,none,none,none,0.2465753424657534
X3MW,Medway,2021-04-21,44.334716,-64.954591,4.3,5.0691,12.9,17.5,27.6,30.4,2.147,193.0286284,167.1335613,25.895067100000006,2,0.788576407,3.097789072,9,0.4,1.019580402,0.48576434,4.5918,0.4,0.4,1.682923801,21.5254,4.631183075,207.5314456,0.641134333,0.736664944,0.506384364,38.55528372,0.58427696,10,9,10,10,0.234681468,1,0.4,3.423544055,1.442,20.3,1.024618733,0.4,0.4,5.440619954,NA,7.8455,0.78,94,none,none,none,none,none,none,none,none,none,none,left,none,none,left,left,none,none,none,left,left,none,none,none,none,none,none,none,none,none,left,left,left,left,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.3041095890410959
X3MW,Medway,2021-05-12,44.334716,-64.954591,4.73,5.0227,12.6,18.3,26.6,33.5,2.028,185.7595932,184.6088784,1.150714800000003,2,0.823750674,2.651688765,9,0.4,1.032119721,0.473791668,4.6287,0.4,0.4,0.7,74.3301,4.577231293,203.7530708,0.4,0.652680348,0.485679541,34.61501467,0.545476004,85.5123,9,15.7246,12.90068329,0.253637456,1,0.4,3.411438144,1.3459,22.33311,1.01557543,0.4,0.4,6.430780536,NA,8.316,0.8255,102.5,none,none,none,none,none,none,none,none,none,none,left,none,none,left,left,none,none,none,left,left,left,none,none,none,left,none,none,none,none,none,left,none,none,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.36164383561643837
X3SM,St. Mary's,2021-04-07,45.395525,-62.223177,6.75,4.5564,5.5,16.2,27.7,29.2,4.016,97.378,94.896,2.4819999999999993,2,0.4,6.977,9,0.4,1.372,0.4,4.0442,0.4,0.4,0.774,18.284300000000002,5.1225,66.904,0.4,0.4,0.412,16.59,0.508,249.3,9,10,10,0.274,1,0.4,2.969,1.6967,19.46472,0.667,0.4,0.4,5.759,NA,3.8675,2.26,6,none,none,none,none,none,none,none,none,none,none,left,left,none,left,left,none,left,none,left,left,none,none,none,none,left,left,none,none,none,none,left,left,left,none,left,left,none,none,none,none,left,left,none,none,none,none,none,0.26575342465753427
X3WR,WRSH,2017-04-19,45.063694,-62.704957,NA,5.04,NA,NA,NA,NA,NA,137,99,38,2,0.4,0.5,NA,0.4,0.5,NA,2,0.4,0.4,0.7,9,NA,179,0.4,NA,0.01,27,0.4,10,9,10,10,0.01,1,0.4,0.01,0.3,NA,0.5,0.4,0.4,0.6,NA,9.5,NA,NA,none,none,none,none,none,none,none,none,none,none,left,left,left,none,left,none,none,none,left,left,left,left,none,none,left,none,left,none,left,left,left,left,left,left,left,left,left,left,none,left,left,left,left,none,none,none,none,0.29863013698630136
X3WR,WRSH,2017-05-14,45.063694,-62.704957,NA,4.9,NA,NA,NA,NA,NA,187,163,24,2,0.4,0.5,NA,0.017,0.6,NA,2,0.4,0.4,0.7,9,NA,245,0.4,NA,0.01,31,0.4,10,9,10,10,0.01,1,0.4,0.01,0.3,NA,0.5,0.4,0.4,0.6,NA,12.6,NA,NA,none,none,none,none,none,none,none,none,none,none,left,left,left,none,none,none,none,none,left,left,left,left,none,none,left,none,left,none,left,left,left,left,left,left,left,left,left,left,none,left,left,left,left,none,none,none,none,0.36712328767123287
X3WR,WRSH,2017-05-30,45.063694,-62.704957,NA,5.79,NA,NA,NA,NA,NA,221,184,37,2,0.4,0.5,NA,0.017,0.6,NA,2,0.4,0.4,0.7,9,NA,255,0.4,NA,0.3,31,0.4,10,9,10,10,0.2,1,0.4,2.1,0.3,NA,0.5,0.4,0.4,5,NA,9.8,NA,NA,none,none,none,none,none,none,none,none,none,none,left,left,left,none,none,none,none,none,left,left,left,left,none,none,left,none,none,none,left,left,left,left,left,none,left,left,none,left,none,left,left,left,none,none,none,none,none,0.410958904109589
X3WR,WRSH,2017-06-22,45.063694,-62.704957,4.77,5.19,23.4,NA,18.1,NA,NA,203,137,66,2,4,0.5,NA,0.4,0.8,NA,2,0.4,0.4,0.7,9,NA,302,0.4,NA,0.3,38,0.4,10,9,10,10,0.2,1,0.4,2.2,0.3,NA,0.5,0.4,0.4,0.6,NA,12.1,NA,NA,none,none,none,none,none,none,none,none,none,none,left,none,left,none,left,none,none,none,left,left,left,left,none,none,left,none,none,none,left,left,left,left,left,none,left,left,none,left,none,left,left,left,left,none,none,none,none,0.473972602739726
X3WR,WRSH,2017-07-13,45.063694,-62.704957,4.75,5.22,22.3,NA,20.9,NA,NA,322,275,47,2,3,0.5,NA,0.4,0.8,NA,2,0.4,0.4,5,9,NA,571,0.6,NA,0.4,49,0.4,10,9,10,NA,0.2,1,0.4,2,0.3,NA,3,0.4,0.4,7,NA,17.6,NA,NA,none,none,none,none,none,none,none,none,none,none,left,none,left,none,left,none,none,none,left,left,none,left,none,none,none,none,none,none,left,left,left,left,none,none,left,left,none,left,none,none,left,left,none,none,none,none,none,0.5315068493150685
X3WR,WRSH,2017-08-01,45.063694,-62.704957,4.88,5.45,25.6,NA,20.1,NA,NA,239,213,26,2,4,0.5,NA,0.4,0.8,NA,2,0.4,0.4,0.7,9,NA,434,0.4,NA,0.3,33,0.4,10,9,10,NA,0.1,1,0.4,2.1,0.3,NA,2,0.4,0.4,0.6,NA,15,NA,NA,none,none,none,none,none,none,none,none,none,none,left,none,left,none,left,none,none,none,left,left,left,left,none,none,left,none,none,none,left,left,left,left,none,none,left,left,none,left,none,none,left,left,left,none,none,none,none,0.5835616438356165
X3WR,WRSH,2017-08-23,45.063694,-62.704957,4.92,5.51,21.8,NA,20.1,NA,NA,215,141,74,2,4,0.5,NA,0.4,0.7,NA,2,0.4,0.4,0.7,9,NA,473,0.4,NA,0.3,67,0.4,10,9,10,NA,0.2,1,0.4,2.4,0.88895,NA,3,0.4,0.4,0.6,NA,12.8,NA,NA,none,none,none,none,none,none,none,none,none,none,left,none,left,none,left,none,none,none,left,left,left,left,none,none,left,none,none,none,left,left,left,left,none,none,left,left,none,none,none,none,left,left,left,none,none,none,none,0.6438356164383562
X3WR,WRSH,2017-09-16,45.063694,-62.704957,4,4.99,20.8,NA,26.7,NA,NA,422,346,76,2,2,5,NA,0.4,1,NA,3,0.4,0.4,0.7,9,NA,697,0.4,NA,0.5,68,0.4,10,9,10,NA,0.01,1,0.4,2.6,NA,NA,3,0.4,0.4,0.6,NA,20.6,NA,NA,none,none,none,none,none,none,none,none,none,none,left,none,none,none,left,none,none,none,left,left,left,left,none,none,left,none,none,none,left,left,left,left,none,left,left,left,none,none,none,none,left,left,left,none,none,none,none,0.7095890410958904
X3WR,WRSH,2021-04-06,45.063694,-62.704957,3.84,3.8245,4.7,18.5,21,21.5,1.707,172.11,165.101,7.0090000000000146,2,0.67,2.348,9,0.4,0.565,0.4,2.0188,0.4,0.4,0.7,9.1957,2.353827,273.48,0.4,0.4,0.229,20.193,0.4,20.2476,9,10,14.395,0.238,1.167,0.4,3.053,1.0007,14.33319,1.236,0.4,0.4,4.693,NA,8.379,1.655,97,none,none,none,none,none,none,none,none,none,none,left,none,none,left,left,none,left,none,left,left,left,none,none,none,left,left,none,none,left,none,left,left,none,none,none,left,none,none,none,none,left,left,none,none,none,none,none,0.26301369863013696
